osm_type,osm_id,name,tag_key,tag_value,amenity,tourism,shop,leisure,public_transport,railway,highway,historic,office,addr_street,addr_housenumber,lon,lat,all_tags_json
node,10012844617,Euronet Worldwide,amenity,atm,atm,,,,,,,,,,,8.2598065,50.0021141,"{""amenity"": ""atm"", ""cash_in"": ""no"", ""indoor"": ""no"", ""opening_hours"": ""24/7"", ""operator"": ""Euronet Worldwide""}"
node,2139438950,HypoVereinsbank / UniCredit,amenity,atm,atm,,,,,,,,,,,8.2721957,49.9990280,"{""amenity"": ""atm"", ""cash_in"": ""yes"", ""check_date"": ""2025-03-23"", ""designation"": ""Cash Group"", ""fee"": ""free for Cash Group members, others according to local notice"", ""indoor"": ""yes"", ""operator"": ""HypoVereinsbank / UniCredit"", ""source"": ""local_knowledge""}"
node,3917200485,Mainzer Volksbank,amenity,atm,atm,,,,,,,,,,,8.2653580,50.0023867,"{""amenity"": ""atm"", ""cash_in"": ""yes"", ""check_date"": ""2025-04-24"", ""level"": ""0"", ""opening_hours"": ""24/7"", ""operator"": ""Mainzer Volksbank"", ""wheelchair"": ""yes""}"
node,471566091,Postbank,amenity,atm,atm,,,,,,,,,,,8.2629626,50.0007000,"{""amenity"": ""atm"", ""brand"": ""Postbank"", ""brand:wikidata"": ""Q708835"", ""brand:wikipedia"": ""de:Postbank"", ""cash_in"": ""yes"", ""check_date"": ""2025-11-04"", ""designation"": ""Cash Group"", ""fee"": ""free for Cash Group members, others according to local notice"", ""indoor"": ""yes"", ""level"": ""0"", ""name"": ""Postbank"", ""operator"": ""Postbank"", ""operator:wikidata"": ""Q708835"", ""operator:wikipedia"": ""de:Postbank"", ""source"": ""local_knowledge"", ""wheelchair"": ""limited""}"
node,2139459599,Reisebank,amenity,atm,atm,,,,,,,,,,,8.2588922,50.0016346,"{""amenity"": ""atm"", ""brand"": ""Reisebank"", ""brand:wikidata"": ""Q1421107"", ""brand:wikipedia"": ""de:Reisebank"", ""cash_in"": ""no"", ""check_date"": ""2025-08-12"", ""fee"": ""variable; displayed during booking process"", ""indoor"": ""yes"", ""level"": ""0"", ""name"": ""Reisebank"", ""operator"": ""Reisebank"", ""operator:wikidata"": ""Q1421107"", ""operator:wikipedia"": ""de:Reisebank"", ""source"": ""local_Knowledge""}"
node,8530027129,Reisebank,amenity,atm,atm,,,,,,,,,,,8.2583760,50.0012070,"{""amenity"": ""atm"", ""brand"": ""Reisebank"", ""brand:wikidata"": ""Q1421107"", ""brand:wikipedia"": ""de:Reisebank"", ""cash_in"": ""no"", ""check_date"": ""2024-09-18"", ""level"": ""2"", ""name"": ""Reisebank"", ""operator"": ""Reisebank"", ""operator:wikidata"": ""Q1421107"", ""operator:wikipedia"": ""de:Reisebank"", ""ref"": ""1008"", ""wheelchair"": ""yes""}"
node,9016977619,Santander,amenity,atm,atm,,,,,,,,,,,8.2703257,50.0026174,"{""amenity"": ""atm"", ""check_date"": ""2026-05-26"", ""drive_through"": ""no"", ""indoor"": ""yes"", ""operator"": ""Santander"", ""wheelchair"": ""limited""}"
node,644689282,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2609627,50.0025284,"{""amenity"": ""atm"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""cash_in"": ""no"", ""check_date"": ""2024-07-06"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""indoor"": ""no"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse"", ""wheelchair"": ""yes""}"
node,873787387,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2680630,50.0013488,"{""amenity"": ""atm"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""cash_in"": ""no"", ""check_date"": ""2025-03-23"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""indoor"": ""yes"", ""level"": ""0"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse"", ""support"": ""wall_mounted"", ""wheelchair"": ""yes""}"
node,3917132930,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2730663,49.9980650,"{""amenity"": ""atm"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""cash_in"": ""yes"", ""check_date"": ""2022-06-04"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""currency:EUR"": ""yes"", ""drive_through"": ""no"", ""level"": ""0"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikidata"": ""Q1435829"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse""}"
node,6783580686,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2628836,50.0004524,"{""amenity"": ""atm"", ""cash_in"": ""yes"", ""check_date"": ""2025-11-04"", ""indoor"": ""yes"", ""operator"": ""Sparkasse""}"
node,12404295134,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2730961,49.9980725,"{""amenity"": ""atm"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""cash_in"": ""yes"", ""check_date"": ""2025-11-21"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""currency:EUR"": ""yes"", ""drive_through"": ""no"", ""level"": ""0"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikidata"": ""Q1435829"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse""}"
node,13260781277,Sparkasse,amenity,atm,atm,,,,,,,,,,,8.2625744,50.0006231,"{""amenity"": ""atm"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""cash_in"": ""no"", ""check_date"": ""2023-08-03"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""indoor"": ""no"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse"", ""wheelchair"": ""yes""}"
node,9202071917,moneyserv,amenity,atm,atm,,,,,,,,,,,8.2734199,50.0003541,"{""amenity"": ""atm"", ""cash_in"": ""no"", ""check_date"": ""2024-04-20"", ""drive_through"": ""no"", ""indoor"": ""no"", ""operator"": ""moneyserv"", ""wheelchair"": ""yes""}"
node,897138991,BBBank,amenity,bank,bank,,,,,,,,,,,8.2675959,50.0013913,"{""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""BBBank"", ""brand:wikidata"": ""Q795504"", ""brand:wikipedia"": ""de:BBBank"", ""check_date"": ""2024-07-06"", ""check_date:opening_hours"": ""2024-07-06"", ""name"": ""BBBank"", ""opening_hours"": ""Mo,We 09:00-13:00,14:00-16:00; Tu,Th 09:00-13:00,14:00-18:00; Fr 09:00-13:00,14:00-15:45"", ""website"": ""https://bbbank.de/"", ""wheelchair"": ""yes""}"
way,24317234,Commerzbank AG Mainz,amenity,bank,bank,,,,,,,,,Große Bleiche,35-39,8.2667282,50.0029100,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""35-39"", ""addr:postcode"": ""55116"", ""addr:street"": ""Große Bleiche"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Commerzbank"", ""brand:wikidata"": ""Q157617"", ""brand:wikipedia"": ""de:Commerzbank"", ""building"": ""bank"", ""check_date"": ""2026-03-23"", ""check_date:opening_hours"": ""2026-03-23"", ""drive_through"": ""no"", ""level"": ""0"", ""name"": ""Commerzbank AG Mainz"", ""opening_hours"": ""Mo 09:30-13:00, 14:00-16:00; Tu 09:30-13:00, 14:00-18:00; We 09:30-13:00; Th 09:30-13:00, 14:00-18:00; Fr 09:30-14:00"", ""operator"": ""Commerzbank AG"", ""website"": ""https://www.commerzbank.de/filialen/de/Mainz"", ""wheelchair"": ""yes""}"
node,263687570,Deutsche Bank,amenity,bank,bank,,,,,,,,,,,8.2700798,49.9981598,"{""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Deutsche Bank"", ""brand:wikidata"": ""Q66048"", ""brand:wikipedia"": ""en:Deutsche Bank"", ""check_date"": ""2025-03-23"", ""name"": ""Deutsche Bank"", ""opening_hours"": ""Mo-We 09:00-13:00, Th 09:00-13:00, Fr 09:00-14:00, Mo-We 14:00-16:00, Th 14:00-18:00"", ""operator"": ""Deutsche Bank AG"", ""wheelchair"": ""yes""}"
way,1488962731,HypoVereinsbank,amenity,bank,bank,,,,,,,,,Gutenbergplatz,18,8.2721581,49.9990089,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""55116"", ""addr:street"": ""Gutenbergplatz"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""HypoVereinsbank"", ""brand:wikidata"": ""Q220189"", ""brand:wikipedia"": ""en:HypoVereinsbank"", ""check_date"": ""2025-09-27"", ""check_date:opening_hours"": ""2025-09-27"", ""name"": ""HypoVereinsbank"", ""opening_hours"": ""Mo-Fr 10:00-12:00, Th 15:00-17:00"", ""wheelchair"": ""limited""}"
node,325129482,MVB (Volksbank),amenity,bank,bank,,,,,,,,,Schöfferstraße,5,8.2724766,49.9987414,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""55116"", ""addr:street"": ""Schöfferstraße"", ""amenity"": ""bank"", ""atm"": ""yes"", ""check_date"": ""2025-04-25"", ""check_date:opening_hours"": ""2025-04-25"", ""name"": ""MVB (Volksbank)"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""operator"": ""Mainzer Volksbank eG"", ""wheelchair"": ""yes""}"
node,263676104,Mainzer Volksbank,amenity,bank,bank,,,,,,,,,,,8.2655413,50.0023714,"{""amenity"": ""bank"", ""atm"": ""yes"", ""check_date:opening_hours"": ""2025-06-08"", ""name"": ""Mainzer Volksbank"", ""opening_hours"": ""Mo,Tu,Th 09:00-18:00; We 09:00-14:00; Fr 09:00-13:00; Sa,Su off"", ""operator"": ""MVB"", ""wheelchair"": ""yes""}"
node,3431438504,Oberbank,amenity,bank,bank,,,,,,,,,Große Bleiche,23,8.2653288,50.0015334,"{""addr:housenumber"": ""23"", ""addr:street"": ""Große Bleiche"", ""amenity"": ""bank"", ""brand"": ""Oberbank"", ""brand:wikidata"": ""Q2009139"", ""name"": ""Oberbank"", ""opening_hours"": ""\""on appointment\""""}"
node,5265684323,PSD Bank Koblenz eG,amenity,bank,bank,,,,,,,,,,,8.2677673,50.0016863,"{""amenity"": ""bank"", ""check_date:opening_hours"": ""2026-05-21"", ""name"": ""PSD Bank Koblenz eG"", ""opening_hours"": ""Mo-We 08:30-16:00; Th 08:30-18:00; Fr 08:30-13:00""}"
way,149065351,Pax-Bank,amenity,bank,bank,,,,,,,,,Eppichmauergasse,10,8.2715209,49.9974456,"{""addr:housenumber"": ""10"", ""addr:street"": ""Eppichmauergasse"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""commercial"", ""check_date"": ""2025-01-24"", ""name"": ""Pax-Bank"", ""source"": ""HiRes aerial imagery"", ""source:date"": ""2003-04-16""}"
node,1983507844,Postbank,amenity,bank,bank,,,,,,,,,Alicenplatz,2,8.2611644,50.0004559,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""55116"", ""addr:street"": ""Alicenplatz"", ""amenity"": ""bank"", ""atm"": ""no"", ""brand"": ""Postbank"", ""brand:wikidata"": ""Q708835"", ""name"": ""Postbank"", ""name:de"": ""Postbank"", ""url"": ""http://www.bhw.de"", ""wheelchair"": ""yes""}"
node,9865652318,Postbank,amenity,bank,bank,,,,,,,,,,,8.2629183,50.0007326,"{""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Postbank"", ""brand:wikidata"": ""Q708835"", ""level"": ""0"", ""name"": ""Postbank"", ""opening_hours"": ""Mo-Fr 08:30-12:00,13:30-18:00; Sa 09:00-12:30"", ""wheelchair"": ""yes""}"
way,910034097,Reisebank,amenity,bank,bank,,,,,,,,,Bahnhofplatz,,8.2588553,50.0016061,"{""addr:housename"": ""Hauptbahnhof"", ""addr:postcode"": ""55116"", ""addr:street"": ""Bahnhofplatz"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Reisebank"", ""brand:wikidata"": ""Q1421107"", ""brand:wikipedia"": ""de:Reisebank"", ""check_date"": ""2025-09-17"", ""check_date:opening_hours"": ""2025-09-17"", ""designation"": ""Filiale"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Reisebank"", ""note:editor"": ""square"", ""opening_hours"": ""Mo-Fr 08:00-18:00; Sa 08:00-13:00,13:30-16:00; Su,PH off"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""source"": ""local_knowledge"", ""wheelchair"": ""yes""}"
way,24317270,Rheinhessen Sparkasse,amenity,bank,bank,,,,,,,,,Bahnhofstraße,1,8.2626077,50.0004459,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""55116"", ""addr:street"": ""Bahnhofstraße"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""office"", ""building:levels"": ""4"", ""check_date:opening_hours"": ""2024-06-11"", ""height"": ""14"", ""name"": ""Rheinhessen Sparkasse"", ""opening_hours"": ""Mo,Th 09:00-12:30,14:00-18:00; Tu,We 09:00-12:30,14:00-16:00; Fr 09:00-12:30"", ""roof:levels"": ""1"", ""roof:shape"": ""quadruple_saltbox"", ""wheelchair"": ""yes""}"
node,7138509673,Santander,amenity,bank,bank,,,,,,,,,,,8.2702391,50.0026479,"{""amenity"": ""bank"", ""brand"": ""Santander"", ""brand:wikidata"": ""Q875292"", ""brand:wikipedia"": ""en:Santander Bank"", ""name"": ""Santander"", ""opening_hours"": ""Mo-Th 09:00-13:00, Fr 09:00-14:00, We 14:00-16:00, Mo,Tu,Th 14:00-18:00"", ""wheelchair"": ""yes""}"
node,261733064,Sparda-Bank Südwest,amenity,bank,bank,,,,,,,,,Rhabanusstraße,1,8.2608436,50.0029338,"{""addr:housenumber"": ""1"", ""addr:street"": ""Rhabanusstraße"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Sparda-Bank Südwest"", ""brand:wikidata"": ""Q2307157"", ""brand:wikipedia"": ""de:Sparda-Bank (Deutschland)"", ""check_date:opening_hours"": ""2025-11-27"", ""name"": ""Sparda-Bank Südwest"", ""network"": ""CashPool"", ""opening_hours"": ""Mo-Th 09:00-17:00; Fr 09:00-12:30"", ""operator"": ""Sparda-Bank Südwest eG"", ""wheelchair"": ""yes""}"
node,1429795172,Sparda-Bank Südwest,amenity,bank,bank,,,,,,,,,Emmeransstraße,21,8.2685521,50.0007956,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""55116"", ""addr:street"": ""Emmeransstraße"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Sparda-Bank Südwest"", ""brand:wikidata"": ""Q2307157"", ""brand:wikipedia"": ""de:Sparda-Bank (Deutschland)"", ""check_date"": ""2025-03-01"", ""check_date:opening_hours"": ""2025-03-01"", ""contact:phone"": ""+49 6131 91517949"", ""name"": ""Sparda-Bank Südwest"", ""opening_hours"": ""Mo-Th 09:00-12:30,13:30-17:00"", ""website"": ""https://www.sparda-sw.de"", ""wheelchair"": ""yes""}"
node,325129480,Sparkasse Rheinhessen,amenity,bank,bank,,,,,,,,,,,8.2730490,49.9981097,"{""addr:postcode"": ""55116"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Sparkasse"", ""brand:wikidata"": ""Q157963"", ""contact:website"": ""https://www.rheinhessen-sparkasse.de"", ""name"": ""Sparkasse Rheinhessen"", ""network"": ""Sparkassen-Finanzgruppe"", ""network:wikidata"": ""Q2307760"", ""opening_hours"": ""Mo,Tu,Th,Fr 09:00-12:30"", ""operator"": ""Rheinhessen Sparkasse"", ""operator:wikidata"": ""Q1435829"", ""operator:wikipedia"": ""de:Rheinhessen Sparkasse"", ""wheelchair"": ""yes""}"
node,4159831011,Targobank,amenity,bank,bank,,,,,,,,,,,8.2692821,49.9981517,"{""amenity"": ""bank"", ""brand"": ""Targobank"", ""brand:wikidata"": ""Q1455437"", ""brand:wikipedia"": ""en:Targobank"", ""check_date"": ""2024-08-20"", ""check_date:opening_hours"": ""2022-07-22"", ""level"": ""0;1"", ""name"": ""Targobank"", ""opening_hours"": ""24/7"", ""wheelchair"": ""limited""}"
node,6783580785,Wüstenrot,amenity,bank,bank,,,,,,,,,,,8.2633296,49.9999373,"{""amenity"": ""bank"", ""check_date:opening_hours"": ""2023-04-29"", ""name"": ""Wüstenrot"", ""opening_hours"": ""Mo-Fr 09:30-13:00,14:00-17:30""}"
node,5749803108,,amenity,bar,bar,,,,,,,,,,,8.2633916,50.0022486,"{""amenity"": ""bar""}"
node,9212412363,A Tasquinha,amenity,bar,bar,,,,,,,,,,,8.2637964,50.0021377,"{""amenity"": ""bar"", ""check_date:opening_hours"": ""2023-11-23"", ""indoor_seating"": ""yes"", ""name"": ""A Tasquinha"", ""opening_hours:signed"": ""no"", ""outdoor_seating"": ""no""}"
node,3237538337,Bar 05,amenity,bar,bar,,,,,,,,,Frauenlobstraße,2,8.2584316,50.0029801,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""2"", ""addr:street"": ""Frauenlobstraße"", ""amenity"": ""bar"", ""bar:type"": ""sports_bar"", ""name"": ""Bar 05"", ""opening_hours"": ""Mo-Su 06:00 - 05:00"", ""operator"": ""S.A.W.I. Management GmbH"", ""smoking"": ""yes"", ""wheelchair"": ""no""}"
node,11254775338,"Bierstube ""Am Neuen Brunnen""",amenity,bar,bar,,,,,,,,,,,8.2645770,50.0024993,"{""addr:postcode"": ""55116"", ""amenity"": ""bar"", ""name"": ""Bierstube \""Am Neuen Brunnen\"""", ""opening_hours"": ""Mo-Sa 13:00-00:00"", ""phone"": ""+49 6131469946""}"
node,8755146725,Bistro Pole Position,amenity,bar,bar,,,,,,,,,,,8.2693086,49.9998795,"{""amenity"": ""bar"", ""check_date"": ""2025-02-08"", ""level"": ""0"", ""name"": ""Bistro Pole Position""}"
node,3970806014,Boulevard,amenity,bar,bar,,,,,,,,,Mombacher Straße,41,8.2541063,50.0038872,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""41"", ""addr:postcode"": ""55122"", ""addr:street"": ""Mombacher Straße"", ""amenity"": ""bar"", ""indoor_seating"": ""yes"", ""name"": ""Boulevard"", ""note"": ""früherer Name: Just Made 38"", ""outdoor_seating"": ""yes"", ""phone"": ""+49 6131 2491449"", ""wheelchair"": ""yes""}"
node,1613200094,Caveau,amenity,bar,bar,,,,,,,,,Schillerstraße,11,8.2661339,49.9989209,"{""addr:city"": ""Mainz"", ""addr:country"": ""DE"", ""addr:housename"": ""Maison de France Mayence"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""55116"", ""addr:street"": ""Schillerstraße"", ""amenity"": ""bar"", ""check_date"": ""2025-03-23"", ""internet_access"": ""no"", ""name"": ""Caveau"", ""website"": ""https://www.caveau.de/""}"
node,4228107387,Chapeau Mainz,amenity,bar,bar,,,,,,,,,Kleine Langgasse,4,8.2660350,49.9998753,"{""addr:city"": ""Mainz"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""55116"", ""addr:street"": ""Kleine Langgasse"", ""amenity"": ""bar"", ""lgbtq"": ""primary"", ""name"": ""Chapeau Mainz"", ""website"": ""https://www.chapeau-mainz.de/""}"
node,10914123656,Das Archiv,amenity,bar,bar,,,,,,,,,,,8.2662901,49.9976695,"{""amenity"": ""bar"", ""contact:instagram"": ""das_archiv_mainz"", ""name"": ""Das Archiv"", ""opening_hours"": ""Th-Sa 18:00-22:00"", ""website"": ""https://www.das-archiv-mainz.de/""}"
node,2269386477,Dorett,amenity,bar,bar,,,,,,,,,,,8.2628396,50.0024154,"{""amenity"": ""bar"", ""check_date"": ""2025-02-16"", ""internet_access"": ""no"", ""name"": ""Dorett"", ""opening_hours:signed"": ""no"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""no""}"
node,12703086201,Farol,amenity,bar,bar,,,,,,,,,Hintere Bleiche,43,8.2644488,50.0028483,"{""addr:housenumber"": ""43"", ""addr:postcode"": ""55116"", ""addr:street"": ""Hintere Bleiche"", ""amenity"": ""bar"", ""indoor_seating"": ""yes"", ""name"": ""Farol"", ""outdoor_seating"": ""no""}"
node,4594303489,Karamel,amenity,bar,bar,,,,,,,,,,,8.2629180,50.0021550,"{""amenity"": ""bar"", ""check_date"": ""2025-02-16"", ""name"": ""Karamel"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""no""}"
node,13854438101,Mainzstrand,amenity,bar,bar,,,,,,,,,Adenauer-Ufer,1a,8.2747370,50.0044150,"{""addr:housenumber"": ""1a"", ""addr:postcode"": ""55116"", ""addr:street"": ""Adenauer-Ufer"", ""amenity"": ""bar"", ""check_date"": ""2026-05-21"", ""check_date:opening_hours"": ""2026-05-21"", ""name"": ""Mainzstrand"", ""opening_hours"": ""May-Sep: Mo-Su,PH 11:00-23:00 unknown \""Bei unbeständigem Wetter kann es zu geänderten Öffnungszeiten kommen. Bei Regen geschlossen.\"""", ""website"": ""https://mainzstrand.de/"", ""website:menu"": ""https://mainzstrand.de/speise-%2Fgetr%C3%A4nkekarte""}"
